AC, 1307µs, 28 0 33 18 20 11 9 0 22 0 23 17 0 16 0 32 24 0 13 0 0 0 0 0 26 21 0 14 0 34 5 12 0 0 3 27 
AC, 6690µs, 0 6 0 21 7 25 0 34 0 13 30 5 0 19 0 18 14 0 36 0 0 16 0 29 24 0 0 8 0 31 0 27 0 35 33 9 
AC, 1031µs, 5 34 30 33 0 0 0 16 19 1 0 0 36 18 25 0 0 9 0 10 0 23 0 27 24 12 4 32 0 17 0 21 0 0 26 0 
AC, 1061µs, 0 18 25 13 0 14 11 0 0 19 7 0 0 0 32 22 10 9 30 34 12 0 17 0 1 0 0 0 0 0 27 8 0 31 16 24 
AC, 2307µs, 0 1 33 18 20 11 9 0 22 0 23 0 30 0 0 32 24 0 0 25 19 8 31 15 26 21 0 0 0 34 5 0 0 35 0 0 
AC, 1380µs, 19 13 34 0 0 7 31 8 28 0 0 0 0 27 0 0 0 18 3 0 0 0 35 21 20 0 0 25 26 22 0 30 9 4 12 33 
AC, 1235µs, 30 6 27 10 18 0 32 4 5 26 0 28 1 24 35 13 17 21 0 0 0 0 34 0 0 0 0 12 0 0 0 29 0 36 7 0 
AC, 1495µs, 0 0 32 21 0 0 1 0 28 13 0 0 0 19 22 0 0 12 36 2 11 16 0 29 24 0 15 8 0 31 4 27 0 35 0 9 
AC, 1143µs, 28 0 33 0 20 11 9 0 0 0 0 0 30 0 2 32 24 0 0 0 19 8 31 15 26 0 6 14 0 0 0 12 29 35 3 27 
AC, 2439µs, 5 34 0 33 6 3 11 16 0 1 29 35 36 0 25 0 15 9 7 0 31 23 13 0 24 12 0 32 0 0 0 0 0 0 0 0 
AC, 1296µs, 0 6 0 0 0 0 0 34 28 0 30 5 26 19 22 18 0 12 36 2 0 0 0 29 24 0 15 8 0 31 4 0 3 35 0 9 
AC, 2102µs, 19 7 36 0 34 0 2 0 26 14 0 25 0 18 0 17 24 6 15 22 10 9 20 35 32 0 4 0 0 13 0 0 0 0 0 0 
AC, 2896µs, 35 0 25 16 24 5 0 0 0 0 0 0 27 36 12 14 0 19 0 0 18 0 17 33 10 0 11 0 34 4 23 22 0 13 0 21 
AC, 1033µs, 0 0 0 25 0 20 19 35 31 0 0 0 29 18 0 12 17 0 4 3 15 36 21 0 33 34 1 22 16 5 0 10 0 0 0 0 
AC, 1354µs, 0 18 0 13 35 0 11 0 0 0 7 21 36 2 0 22 10 9 30 34 0 3 0 0 1 29 0 0 26 0 27 8 0 31 16 0 
AC, 1471µs, 28 0 33 18 20 0 0 36 22 4 0 17 30 0 2 32 24 7 0 0 0 8 0 0 26 21 6 14 10 0 0 0 29 0 0 27 
AC, 1372µs, 28 1 33 0 20 11 0 36 0 4 23 0 30 16 2 32 24 0 13 0 19 0 0 0 26 21 6 14 0 34 0 0 0 0 3 0 
AC, 1032µs, 20 6 32 21 7 0 1 34 28 13 30 5 26 19 0 18 0 0 36 2 11 16 0 0 0 0 15 0 10 0 0 0 3 0 0 0 
AC, 1925µs, 0 0 0 0 0 0 0 0 35 0 20 25 15 17 0 29 5 22 7 24 4 14 0 0 33 32 0 2 30 6 16 18 0 34 0 12 
AC, 1307µs, 0 0 0 12 34 0 0 0 26 0 21 25 0 18 0 17 24 6 15 0 10 9 20 35 32 0 4 28 0 13 27 0 5 31 0 0 
AC, 3740µs, 28 1 0 18 20 0 9 36 0 0 23 17 30 0 0 32 24 0 0 25 0 8 31 0 26 21 0 14 0 34 0 12 0 0 3 27 
AC, 1223µs, 35 0 25 16 0 5 7 0 0 28 0 29 0 36 12 14 0 19 9 0 0 8 0 33 10 0 0 32 0 4 23 0 0 13 2 21 
AC, 1314µs, 2 11 30 25 23 20 19 35 0 0 0 13 29 18 0 0 17 27 0 3 0 36 21 32 33 34 0 0 16 0 0 0 0 0 28 0 
AC, 1146µs, 31 0 13 11 0 10 9 1 0 0 20 0 0 17 23 29 5 22 0 24 4 14 26 36 0 32 0 2 30 6 0 0 0 0 0 0 
AC, 2663µs, 30 6 27 10 0 20 32 4 5 0 16 28 0 0 35 13 0 21 0 33 0 14 34 2 0 0 0 0 0 0 22 0 0 36 7 9 
AC, 1758µs, 0 18 25 0 35 0 0 0 33 0 7 21 36 2 32 0 10 9 0 34 0 0 17 15 0 0 4 23 0 28 0 0 5 31 16 24 
AC, 1102µs, 30 0 27 0 18 0 0 0 0 26 16 28 1 0 0 13 0 21 3 0 0 0 0 0 23 15 11 12 19 31 22 29 0 36 7 9 
AC, 1175µs, 19 13 34 6 32 0 31 8 0 0 0 10 0 27 14 0 1 18 0 17 24 0 35 21 20 16 0 0 0 0 23 30 0 0 12 0 
AC, 1287µs, 0 0 25 0 24 5 0 1 0 0 0 0 27 36 0 14 0 19 0 0 18 8 17 0 10 20 0 32 34 0 23 22 30 13 2 21 
AC, 1119µs, 30 0 0 0 18 0 0 4 0 26 16 0 1 24 35 0 17 0 3 0 25 14 34 2 23 15 11 12 0 0 0 29 0 36 7 0 
AC, 1568µs, 0 0 33 18 0 11 9 0 22 4 23 17 30 0 0 0 0 7 13 0 19 8 0 15 26 0 6 14 0 34 0 0 0 35 3 27 
AC, 1052µs, 0 0 32 0 7 25 0 0 0 0 0 5 26 19 22 18 0 12 36 2 11 16 0 29 24 23 0 8 0 31 4 0 0 0 33 9 
AC, 2690µs, 0 0 25 13 35 14 0 0 0 0 0 0 36 2 32 0 10 9 30 34 12 3 17 0 1 29 0 23 0 0 27 8 0 31 16 0 
AC, 1493µs, 0 34 0 33 0 0 0 0 19 1 29 35 0 0 0 8 15 9 7 10 31 0 13 27 0 0 4 32 0 17 0 21 2 14 26 0 
AC, 1043µs, 31 19 0 0 0 10 9 0 35 21 0 0 0 0 23 0 0 0 7 24 4 14 26 36 33 0 0 2 30 6 0 18 28 34 0 12 
AC, 1063µs, 19 0 36 0 34 3 0 23 26 0 21 0 16 0 0 0 0 0 0 22 10 9 0 35 32 0 0 28 1 0 27 8 5 31 11 29 
AC, 1496µs, 6 18 25 13 35 14 11 0 0 19 0 0 36 0 32 0 0 9 30 34 0 0 17 0 1 29 4 23 26 28 0 8 0 0 0 0 
AC, 1807µs, 0 0 33 0 20 11 9 36 22 4 23 0 0 0 0 0 24 0 13 25 0 0 31 15 26 0 6 0 10 34 0 12 29 0 3 27 
AC, 3252µs, 30 0 27 10 0 0 32 0 0 0 16 0 0 0 35 13 0 21 3 0 25 14 34 2 23 0 0 12 0 31 22 0 8 36 7 9 
AC, 1096µs, 31 19 13 11 27 0 9 0 35 0 20 25 0 0 23 29 0 22 0 24 4 14 0 0 0 0 8 0 0 0 16 0 28 34 3 12 
AC, 1018µs, 0 18 0 0 35 0 0 20 0 19 0 21 36 0 0 22 10 9 30 34 0 3 17 15 1 0 0 23 0 28 0 8 5 0 16 24 
AC, 2050µs, 35 6 25 0 24 0 0 1 15 28 31 0 0 36 12 0 3 0 9 26 0 0 0 0 10 0 11 32 34 0 23 22 0 13 2 0 
AC, 1268µs, 0 34 0 0 6 0 11 16 19 0 29 0 0 0 25 0 15 9 7 10 0 0 0 27 24 12 4 0 22 17 28 21 0 0 26 20 
AC, 4002µs, 35 6 0 0 0 0 7 1 15 0 31 29 27 36 12 0 0 19 0 0 18 0 17 33 0 20 11 0 34 4 23 22 30 0 0 0 
AC, 1193µs, 0 34 0 0 0 0 11 16 19 1 0 35 36 0 25 0 0 9 0 10 31 23 13 27 24 0 4 32 0 0 28 21 2 14 0 0 
AC, 3690µs, 2 0 30 25 23 0 19 35 0 0 0 0 29 18 8 12 17 0 4 0 0 36 21 0 0 34 0 22 0 0 24 10 26 9 28 0 
AC, 1334µs, 0 1 0 0 0 11 9 36 22 4 0 17 30 16 2 32 0 0 13 0 19 8 0 15 26 0 6 0 0 0 5 12 29 0 0 27 
AC, 1084µs, 19 0 36 12 0 3 2 23 26 14 21 25 16 18 0 0 24 6 15 0 0 9 20 0 0 0 0 0 0 0 27 8 5 0 11 0 
AC, 2062µs, 35 6 25 16 24 5 7 0 0 0 0 0 27 36 0 0 0 0 9 26 0 8 17 33 10 20 0 32 34 0 23 22 0 13 0 0 
AC, 1249µs, 5 34 0 33 6 0 0 16 19 0 0 35 0 18 25 0 15 9 0 10 31 0 13 0 0 12 4 32 22 17 0 0 0 0 26 20 
AC, 3655µs, 0 6 27 10 0 20 0 4 0 26 0 28 1 24 35 0 17 21 0 33 25 0 34 0 0 15 11 0 19 31 0 29 0 36 0 0 
AC, 1217µs, 0 18 0 13 0 0 0 20 33 0 0 21 36 2 0 0 10 9 0 34 12 0 17 15 0 0 4 23 26 28 0 8 5 31 16 0 
AC, 1591µs, 0 0 0 21 7 25 0 34 28 13 0 5 26 19 22 18 14 0 36 0 11 0 0 29 0 0 0 8 0 0 4 27 0 35 33 9 
AC, 1092µs, 6 0 25 13 35 14 11 0 0 0 0 0 36 0 32 0 0 0 30 34 12 3 0 0 1 29 0 23 26 28 0 8 5 31 16 0 
AC, 1001µs, 5 0 30 33 6 3 0 16 19 1 29 35 0 18 0 0 15 9 0 0 0 0 0 0 24 12 4 0 22 17 0 21 0 14 0 20 
AC, 1377µs, 19 7 36 12 34 3 0 0 26 14 21 25 16 0 30 0 0 0 0 0 0 0 20 35 32 0 4 28 1 0 0 0 5 31 11 0 
AC, 1469µs, 28 1 33 18 0 0 9 36 0 4 23 0 30 0 2 32 24 7 13 25 19 0 0 15 0 21 6 0 10 34 0 0 0 0 0 0 
AC, 2692µs, 20 0 32 21 0 25 1 34 28 0 0 5 26 19 0 0 0 12 36 2 0 16 0 29 0 0 15 0 0 31 0 27 3 35 0 9 
AC, 2049µs, 19 13 34 0 32 7 31 0 28 29 5 10 0 0 14 36 0 18 3 0 0 0 0 0 20 0 0 0 26 22 23 0 9 4 0 33 
AC, 1240µs, 0 0 0 0 0 3 0 23 26 14 21 25 16 0 0 17 0 6 15 0 0 0 20 35 32 0 0 28 0 13 27 8 5 31 11 29 
AC, 1424µs, 0 6 25 16 0 5 7 1 0 28 0 29 27 36 0 14 0 19 9 26 18 0 0 33 10 20 11 0 0 0 23 0 0 13 0 0 
AC, 1026µs, 0 6 0 10 18 0 32 0 5 26 16 0 1 0 35 13 0 21 3 0 0 14 34 2 0 0 0 0 19 0 22 0 8 36 7 9 
AC, 1019µs, 0 13 34 6 0 7 0 8 28 0 5 0 0 27 0 36 1 0 3 17 24 11 35 21 0 16 0 0 26 22 0 30 0 0 12 0 
AC, 1670µs, 20 0 32 0 0 25 0 0 0 13 0 0 26 19 22 0 0 0 36 0 11 16 17 29 24 23 15 8 10 0 0 27 0 35 33 9 
AC, 1212µs, 35 0 25 0 0 5 7 0 15 28 0 29 27 36 0 0 3 19 9 26 0 0 17 0 10 0 11 0 34 4 0 0 30 13 0 21 
AC, 1273µs, 0 1 33 18 0 11 9 0 0 4 23 0 30 0 0 0 0 0 13 25 19 0 31 15 26 21 6 14 10 34 0 0 29 35 0 0 
AC, 2858µs, 2 11 30 25 0 20 0 35 31 7 6 0 29 18 8 12 17 27 0 0 15 36 21 0 33 0 0 22 16 0 0 0 0 0 0 0 
AC, 4616µs, 35 0 25 16 24 0 7 0 15 28 31 0 27 36 12 0 0 0 0 26 18 0 0 0 0 20 0 32 34 4 23 22 30 13 0 0 
AC, 1089µs, 2 0 0 25 23 0 19 35 0 7 6 13 29 18 8 12 17 27 4 0 0 36 21 32 0 34 0 0 0 0 0 10 0 0 0 14 
AC, 1216µs, 0 7 36 0 0 3 0 23 0 0 21 25 16 18 30 0 0 6 15 22 0 0 20 0 32 33 4 0 1 13 27 8 5 0 0 0 
AC, 1056µs, 6 0 25 0 35 0 11 20 33 0 7 0 36 2 0 22 0 9 30 34 12 3 0 0 0 29 4 0 26 0 27 8 0 0 16 0 
AC, 1690µs, 6 18 0 13 35 14 11 20 0 0 7 0 36 0 32 22 10 9 0 0 0 0 0 0 1 29 0 23 26 0 27 0 5 31 16 0 
AC, 1415µs, 0 11 0 25 23 20 0 35 31 0 6 13 29 18 0 12 0 0 4 0 15 36 0 32 0 0 0 0 0 5 24 10 26 0 28 14 
AC, 1043µs, 0 13 34 6 32 0 0 0 28 29 5 0 15 27 14 36 0 0 3 17 24 0 35 0 0 0 0 0 26 0 0 30 9 4 12 33 
AC, 1313µs, 5 0 0 0 0 3 11 0 0 1 29 35 36 18 0 8 0 9 0 10 0 0 0 27 0 12 0 32 22 17 28 21 0 14 26 20 
AC, 1140µs, 19 0 36 12 34 0 0 0 26 0 0 0 16 18 30 17 0 6 0 22 10 9 20 35 0 0 4 0 0 0 27 8 5 0 11 29 
AC, 1160µs, 0 0 13 0 27 10 9 0 35 21 0 0 0 17 23 29 0 22 7 24 4 14 26 36 0 0 8 0 0 0 16 18 28 34 0 0 
AC, 1517µs, 0 19 13 11 0 10 9 0 35 0 0 25 15 17 0 0 0 22 7 24 0 0 0 36 0 32 0 0 0 6 16 18 28 34 3 12 
AC, 3303µs, 0 11 0 25 0 20 19 0 0 7 6 13 29 0 0 0 17 27 4 0 0 36 0 32 33 34 0 22 16 0 24 10 0 9 28 0 
AC, 2669µs, 2 11 30 0 0 20 19 0 31 7 0 0 29 0 8 0 0 27 4 0 0 36 0 32 33 34 0 22 0 5 24 10 0 9 0 14 
AC, 1908µs, 0 6 32 21 7 25 0 34 28 0 0 5 0 19 22 0 0 12 36 2 11 16 0 29 24 23 0 0 0 0 0 27 0 35 0 9 
AC, 1002µs, 28 0 33 18 20 11 0 0 0 4 0 0 30 16 0 32 0 7 13 25 0 8 31 15 26 21 0 0 10 0 5 12 0 0 3 0 
AC, 1049µs, 0 34 0 33 6 0 0 16 0 1 29 35 36 18 0 8 15 9 7 10 0 0 0 27 0 0 4 0 22 17 28 0 0 14 0 20 
AC, 1181µs, 20 0 32 21 0 25 0 0 28 13 0 0 26 0 0 18 0 0 36 2 0 16 17 29 0 0 15 8 10 31 4 0 3 35 0 9 
AC, 1360µs, 6 18 25 13 35 0 11 20 33 19 0 21 36 0 0 0 10 0 30 34 0 3 0 0 0 29 0 23 26 0 27 0 0 31 16 0 
AC, 1551µs, 0 0 32 0 0 25 1 0 28 13 0 0 26 0 22 18 0 12 0 0 11 16 17 29 24 0 15 8 10 31 4 0 0 35 0 9 
AC, 1996µs, 19 0 0 0 0 7 31 0 28 29 0 10 15 27 14 36 1 0 0 17 24 11 35 21 0 0 2 0 0 0 23 30 9 0 0 33 
AC, 1381µs, 19 7 0 0 34 3 2 0 0 0 0 0 16 0 30 0 24 0 15 22 10 0 20 35 0 33 4 28 0 13 0 8 0 31 11 29 
AC, 1206µs, 0 0 0 0 0 0 11 16 19 0 0 0 36 18 25 0 15 9 7 10 31 23 0 27 0 12 4 0 0 17 28 21 2 14 0 20 
AC, 1368µs, 0 1 33 0 20 0 0 36 22 0 0 0 30 16 2 32 24 0 0 25 0 8 31 15 0 0 6 0 0 0 5 12 29 35 3 27 
AC, 1892µs, 28 1 33 18 20 0 9 36 22 0 23 0 30 16 0 32 24 0 13 25 19 0 0 15 0 0 0 14 10 34 0 0 0 0 3 0 
AC, 1104µs, 31 0 13 0 27 10 0 1 35 0 20 25 15 0 0 0 5 22 0 0 4 14 26 0 33 0 8 0 30 6 16 0 0 34 0 12 
AC, 1798µs, 20 6 32 0 7 25 1 34 0 0 30 0 26 19 22 0 14 0 36 0 0 0 0 0 24 23 0 8 0 31 4 27 3 0 33 0 
AC, 1281µs, 20 0 32 0 0 25 0 34 28 13 30 0 0 19 22 18 14 0 0 0 0 16 0 29 0 23 15 8 0 0 0 27 3 35 33 9 
AC, 1014µs, 6 18 0 0 35 14 0 0 0 19 0 0 0 2 0 22 10 9 30 0 0 3 17 15 1 29 0 0 26 28 27 8 0 31 16 0 
AC, 1636µs, 19 7 36 12 34 3 0 23 0 0 0 0 16 18 30 0 24 6 15 0 10 9 0 35 0 0 0 0 1 0 27 0 0 31 11 29 
AC, 1007µs, 28 1 0 0 20 11 0 0 0 4 23 17 30 16 0 0 24 7 13 25 0 8 0 15 26 0 0 14 10 34 0 12 0 0 3 0 
AC, 1610µs, 0 7 36 12 0 0 0 23 26 14 0 25 0 18 30 0 0 0 0 22 10 9 20 35 0 0 0 28 1 0 0 8 5 31 11 29 
AC, 1190µs, 0 6 27 10 0 20 32 0 5 26 0 0 0 0 0 0 17 21 3 33 25 0 0 2 23 0 11 12 0 31 22 29 0 36 0 9 
AC, 1592µs, 19 0 36 0 0 3 0 0 26 14 0 0 0 0 30 17 0 6 15 22 0 9 0 35 32 33 0 28 1 13 27 8 5 0 0 29 
AC, 1312µs, 35 6 25 16 0 5 7 1 0 28 0 29 27 0 12 14 3 0 0 26 18 8 0 33 10 0 11 32 34 0 0 0 0 0 0 0 
AC, 1197µs, 19 0 0 6 32 0 31 8 0 29 0 0 0 27 0 36 1 18 3 17 0 11 0 21 20 16 2 25 26 0 0 0 0 0 12 33 
AC, 1415µs, 0 0 0 11 27 10 9 1 35 21 20 0 15 17 23 29 5 22 0 0 0 0 0 0 0 0 8 0 30 6 0 18 28 34 0 12 
AC, 1119µs, 6 18 25 0 35 14 11 20 33 0 0 21 36 2 32 0 10 9 30 0 12 3 0 15 0 0 4 0 0 0 0 8 0 0 0 24 
AC, 1207µs, 31 0 0 11 0 0 9 1 35 0 0 25 15 17 23 29 0 22 7 0 4 14 0 36 33 32 0 0 0 0 16 18 0 0 3 12 
AC, 1518µs, 0 0 25 13 35 0 0 20 0 19 7 21 36 2 32 0 10 9 0 34 0 3 17 0 0 0 0 23 26 0 0 8 0 31 16 24 
AC, 1316µs, 0 0 36 12 0 0 2 23 0 0 0 25 16 18 30 0 0 6 15 22 10 0 0 35 32 33 4 28 1 13 27 0 5 0 0 0 
AC, 1230µs, 30 0 0 10 0 20 32 0 5 26 16 0 1 0 35 13 0 0 0 0 0 14 0 2 23 0 11 12 19 31 22 0 8 36 7 0 
AC, 1080µs, 6 0 0 13 35 0 11 0 0 19 7 0 0 0 32 22 10 9 0 0 12 3 17 15 1 0 0 0 26 0 27 0 5 31 16 24 
WA, 249˜µs, 35 6 0 0 24 0 7 0 15 28 31 29 27 36 0 0 3 19 0 0 0 0 17 0 0 0 0 0 34 4 23 22 30 13 2 21 
AC, 150467µs, 0 0 27 0 0 20 32 0 5 26 0 0 0 0 35 13 0 21 3 33 25 14 34 2 0 15 11 0 19 0 22 29 8 36 0 0 
AC, 3539µs, 0 0 0 0 23 20 0 35 0 0 0 13 29 18 0 12 0 27 0 0 0 36 21 32 33 0 1 22 16 0 24 10 26 9 28 14 
AC, 3030µs, 0 0 30 33 6 3 11 16 0 0 0 35 36 0 0 0 15 9 7 0 31 23 0 27 24 0 0 32 22 17 0 21 0 0 26 20 
WA, 10905˜µs, 20 0 32 21 0 0 1 34 0 13 0 0 26 19 22 18 14 0 36 0 0 16 0 29 0 23 15 8 0 0 4 27 0 35 33 0 
WA, 153˜µs, 0 0 0 12 34 3 2 0 26 14 0 25 0 0 30 0 0 6 15 22 0 9 0 35 32 33 4 28 1 0 0 0 0 31 11 29 
WA, 232690˜µs, 31 19 0 11 0 10 0 0 0 21 20 25 15 0 0 29 0 22 0 0 0 14 26 36 0 0 8 2 0 6 16 18 28 34 0 12 
WA, 205˜µs, 0 0 25 13 0 14 11 0 0 19 0 21 36 2 32 22 0 9 30 0 12 3 0 15 1 0 0 0 0 28 0 8 5 31 0 24 
WA, 466270˜µs, 0 0 30 0 6 0 0 16 0 0 0 0 36 18 0 8 15 0 0 10 31 0 0 27 24 12 0 32 22 17 28 21 2 14 26 20 
AC, 1137µs, 2 11 30 25 0 20 0 35 0 7 0 0 29 18 8 12 0 27 0 3 15 36 0 32 0 0 0 22 0 5 0 10 26 9 0 0 
